annual_rainfall,seasonal_rainfall,monthly_rainfall,cloud_visibility,temperature,humidity,atmospheric_pressure,wind_speed,river_level,cloud_cover,flood_status
2794.04,1782.45,629.25,9.94,30.43,96.56,1023.65,54.76,5.92,45.55,0
1939.42,1092.0,457.59,5.87,38.5,62.21,996.13,30.24,8.51,78.2,0
3324.52,2525.39,837.82,0.52,36.02,74.64,1008.06,65.7,5.48,51.37,1
1547.81,967.92,215.33,9.36,38.58,93.33,980.59,58.07,11.0,16.52,0
2845.45,2063.21,651.61,2.73,39.15,69.68,998.54,52.79,8.93,32.21,1
1554.18,1032.62,418.73,7.04,26.02,75.95,996.55,18.4,7.32,90.52,0
3083.71,1895.13,470.99,5.39,27.2,76.19,1022.12,26.67,0.79,63.28,0
3595.77,2671.52,595.22,3.59,22.04,78.96,983.7,59.73,9.3,87.6,1
1205.77,814.3,229.93,3.19,27.71,74.53,983.11,3.57,9.52,37.46,0
3573.11,2205.21,655.44,9.32,18.77,64.36,1002.14,55.14,3.13,72.01,0
2699.44,1438.48,397.83,9.16,31.79,72.37,1000.37,29.48,5.32,80.68,0
1206.75,927.55,216.87,5.37,15.62,92.29,988.08,56.36,13.24,26.46,0
2168.13,1107.14,290.86,2.96,20.89,91.85,993.17,39.56,8.46,12.1,0
1314.75,997.84,369.77,1.47,20.2,86.35,1028.71,37.82,6.81,67.1,0
3041.11,1848.96,548.18,1.99,38.45,64.85,1005.66,49.71,14.07,61.92,1
3228.38,2233.4,799.86,5.46,18.62,87.16,984.39,56.83,12.27,13.58,1
1138.55,884.27,295.41,3.42,37.27,63.27,982.49,49.15,1.91,46.97,0
2419.65,1319.95,445.17,0.9,18.11,79.84,982.1,32.65,12.95,60.71,1
3406.8,2282.85,598.42,4.82,31.27,74.05,999.45,23.82,2.67,29.09,0
3795.72,2768.33,914.62,7.59,23.0,58.0,1023.28,59.5,3.03,18.69,0
2443.26,1776.92,365.87,8.97,22.9,67.17,1021.65,37.41,1.59,82.12,0
3840.89,2526.12,777.88,6.06,39.96,89.82,998.39,55.28,7.48,93.25,1
2514.2,1728.32,593.08,7.37,20.65,94.77,1018.72,69.71,9.85,50.27,0
2061.41,1499.18,368.05,3.96,20.06,52.32,1017.61,45.78,11.43,22.06,0
3514.25,2643.8,698.33,5.21,29.73,67.37,1004.15,20.93,0.89,47.92,0
2377.54,1732.15,441.49,7.43,33.52,66.01,1000.22,60.86,3.08,35.12,0
2310.09,1400.38,304.78,7.41,39.56,69.34,989.03,20.61,9.51,54.15,0
2369.0,1892.87,543.19,4.53,32.54,98.6,993.94,19.71,8.12,10.81,0
3509.71,2212.35,983.92,5.66,29.05,71.12,996.93,7.03,1.24,88.03,0
3462.21,1756.52,506.7,9.28,25.23,89.8,1020.64,7.34,14.06,15.23,1
2091.26,1273.13,401.21,6.5,29.88,79.84,1007.65,60.64,11.5,48.69,0
1866.56,1004.83,365.03,6.6,30.02,46.43,990.05,17.69,5.7,69.5,0
2374.17,1273.58,461.2,7.95,20.44,81.74,984.79,9.39,8.28,68.6,0
2632.87,1538.81,673.19,1.59,31.78,78.82,1004.83,25.98,5.93,36.84,0
1562.68,806.36,334.15,5.47,20.11,85.51,1013.32,50.52,7.1,54.96,0
3340.66,2360.35,940.57,9.61,27.25,44.47,1020.94,25.09,9.14,54.72,1
2356.74,1230.68,538.93,3.94,21.5,54.48,1019.87,23.03,6.28,21.81,0
1868.95,1048.45,270.18,3.3,22.82,86.16,1021.21,35.19,9.5,43.52,0
1141.83,602.74,213.53,6.21,30.35,62.24,1002.39,3.44,7.24,20.74,0
1564.3,811.8,342.42,2.6,16.61,94.65,1023.28,35.39,10.03,15.14,0
3837.7,2227.12,792.93,5.78,15.3,71.06,1002.23,69.32,4.3,15.01,0
1776.32,1192.92,530.08,1.98,18.27,40.06,988.41,56.36,2.98,49.15,0
1340.35,1058.08,238.16,6.01,19.22,81.93,999.87,6.79,0.7,75.66,0
2274.15,1734.42,537.38,6.22,19.95,70.81,997.0,46.53,9.23,98.61,0
1782.68,1359.79,604.21,4.47,34.35,59.03,999.61,33.36,14.72,61.41,0
912.51,504.45,148.76,4.14,26.17,41.23,1012.93,58.18,6.6,36.94,0
1834.06,1062.79,409.06,2.83,26.75,51.92,1012.85,8.7,3.58,28.64,0
2541.15,1328.81,275.86,3.64,31.11,49.7,991.25,17.83,0.69,72.53,0
2565.48,1881.88,703.28,5.23,33.23,74.97,995.8,55.8,7.94,14.66,0
1940.99,1011.15,438.49,2.85,15.09,86.17,1009.77,59.75,14.89,33.61,0
2231.37,1488.34,440.07,7.94,36.42,54.08,984.21,37.99,14.76,71.97,0
3889.66,2234.07,458.71,7.24,39.71,81.86,1014.43,3.34,1.97,50.05,0
2007.52,1150.37,238.1,3.06,18.05,93.99,988.94,62.77,12.34,55.02,0
1626.33,1296.54,548.44,1.43,31.28,77.3,1022.54,28.03,3.01,97.79,0
1579.09,1148.06,436.98,0.5,15.06,86.54,1000.08,4.7,12.24,46.42,0
2264.85,1701.09,385.59,6.17,16.23,52.25,991.04,57.68,12.88,63.56,0
3230.46,2169.56,463.52,2.51,22.13,44.5,1013.39,30.43,0.61,99.88,0
1459.16,1110.87,445.69,0.62,36.16,61.92,1007.7,14.92,3.94,71.77,0
3069.75,2129.32,856.98,3.91,31.31,82.54,988.6,56.51,1.32,56.3,0
867.68,680.13,156.52,9.64,26.15,81.17,1021.36,33.12,7.73,39.15,0
2140.59,1250.96,344.49,7.05,25.96,97.3,1002.66,43.33,0.89,97.88,0
3282.77,2227.67,879.95,8.65,26.65,77.8,987.61,57.97,9.58,36.44,1
1883.95,1332.02,441.37,1.88,22.78,64.68,1019.81,37.52,8.6,20.42,0
2603.96,1608.94,706.56,1.2,36.94,87.83,986.67,9.51,6.0,93.33,0
1455.93,1112.21,356.2,0.61,29.2,49.18,1028.4,67.54,7.2,38.71,0
3174.39,2520.27,930.58,9.58,27.1,88.78,1002.09,21.48,14.86,63.0,1
967.29,626.93,205.29,3.35,26.63,61.96,1016.41,69.61,2.93,68.13,0
3528.14,2177.54,948.84,4.87,38.4,49.24,1002.6,2.41,11.1,33.48,1
1434.23,920.17,275.74,4.25,33.09,49.73,989.38,34.9,9.86,48.11,0
3598.07,2719.5,700.13,7.44,18.62,99.02,1017.91,49.94,10.12,23.99,1
1928.09,1337.4,376.69,3.44,25.92,77.39,994.47,63.63,5.51,89.61,0
3112.59,1598.1,660.33,5.59,22.21,50.46,1014.12,55.06,3.64,62.61,0
1821.52,1207.03,391.66,9.96,39.67,56.11,992.87,19.38,9.94,90.12,0
3698.92,1868.66,539.23,4.72,25.38,62.32,992.06,18.54,13.73,33.14,1
1205.24,884.12,297.12,5.74,16.7,43.35,1002.87,26.25,14.65,67.06,0
1371.26,820.69,191.47,5.27,25.28,46.5,1020.81,9.52,7.47,29.62,0
2377.7,1525.54,307.15,8.13,23.03,85.71,1010.68,47.53,6.67,36.01,0
1062.2,785.61,212.23,3.03,29.99,87.21,983.23,66.01,5.56,42.5,0
1427.14,733.45,257.63,2.12,20.65,99.29,1016.69,45.66,12.24,59.45,0
3820.05,2091.72,790.5,7.66,15.9,44.06,1008.99,38.27,4.2,60.02,0
3924.77,2430.95,988.55,4.45,17.4,93.35,1011.18,36.23,7.94,28.03,1
2004.03,1140.25,492.21,9.18,22.08,59.03,997.68,42.3,5.5,14.15,0
3754.52,2257.85,684.19,6.62,23.71,59.67,1007.81,50.32,13.2,79.49,1
2543.44,2033.36,783.11,5.86,35.86,47.64,998.59,56.06,4.6,57.34,0
1663.18,1243.43,271.9,1.17,21.75,99.18,984.08,49.49,10.45,38.19,0
3047.68,2331.99,499.94,7.44,15.79,98.86,1022.22,49.94,9.04,14.75,0
2908.49,2271.87,525.25,7.02,34.52,91.89,1013.9,66.72,5.26,19.41,0
3965.2,2388.16,745.45,6.58,36.72,45.45,1013.52,63.16,4.19,48.12,0
1648.15,970.96,245.48,3.05,27.31,90.5,989.68,58.03,12.15,53.54,0
2950.59,1682.48,457.18,9.49,22.12,78.08,1013.18,4.95,7.9,43.97,0
966.48,723.92,262.04,3.56,34.3,47.73,991.6,47.48,9.37,60.99,0
1163.67,819.07,237.23,1.95,15.22,55.71,1014.38,32.94,14.45,83.27,0
812.54,463.84,157.4,9.88,38.1,81.35,996.68,44.0,6.27,70.94,0
3998.27,2451.33,743.0,7.59,36.64,88.21,987.88,48.67,12.31,88.03,1
3367.28,2195.51,531.85,4.44,28.62,90.89,1025.31,50.6,9.76,65.42,1
3317.51,2184.39,477.3,9.39,21.94,72.63,985.23,61.12,9.11,19.45,0
2431.12,1863.74,482.82,1.37,15.82,72.08,1018.09,63.88,1.29,23.5,0
1760.21,1081.07,231.81,1.33,40.0,81.05,985.09,43.26,13.73,45.15,0
1284.05,992.0,351.82,6.98,34.05,86.66,1014.24,62.8,3.81,35.55,0
1710.96,1082.03,431.65,2.19,23.47,50.24,985.52,53.99,7.36,68.7,0
2003.11,1450.07,413.18,9.21,15.48,84.39,1005.44,15.79,11.4,66.32,0
3220.19,2508.78,744.55,8.48,30.98,60.5,989.4,4.4,8.07,51.63,0
2526.92,1951.47,788.49,3.41,39.67,63.03,1023.33,2.67,0.56,67.93,0
1047.95,541.88,138.53,8.94,32.68,44.66,1000.07,41.89,14.26,92.0,0
857.69,481.78,110.71,0.91,17.09,75.31,980.77,37.47,0.8,54.25,0
1127.46,725.04,235.84,5.71,25.06,45.61,1011.41,49.35,1.8,41.25,0
2113.6,1330.44,481.02,9.39,17.73,94.79,1002.26,59.31,3.75,52.86,0
3786.22,2621.08,917.15,8.63,37.8,77.26,1022.99,13.18,9.18,23.06,1
2839.69,2224.65,841.96,3.88,23.26,99.42,1001.66,60.24,14.58,18.76,1
3365.84,1796.42,384.77,2.24,33.33,54.74,1000.56,8.67,13.88,46.95,1
2292.4,1456.95,447.36,2.5,17.12,80.78,1002.7,62.06,9.94,93.11,0
1957.33,1091.65,283.44,5.39,18.21,97.87,1022.99,59.83,11.25,87.66,0
1146.88,881.07,343.42,6.17,31.99,57.91,1009.34,49.39,10.82,71.04,0
3602.99,2844.1,1189.35,0.81,36.09,45.78,1013.47,22.4,10.46,74.7,1
3306.11,2127.85,575.23,4.43,20.04,78.04,1016.02,8.35,12.28,87.45,1
1337.98,710.74,159.07,8.39,25.46,61.97,1026.88,54.91,5.43,92.39,0
2439.23,1794.27,472.53,4.72,30.49,56.38,1021.88,16.82,3.71,69.35,0
2359.6,1673.29,378.17,2.11,34.91,99.62,1026.36,31.98,5.54,44.74,0
2800.29,1698.1,476.5,9.57,30.7,85.25,997.17,38.1,1.2,23.27,0
3827.8,2932.94,981.22,3.03,17.39,69.12,990.74,48.61,14.52,10.62,1
2655.27,2104.96,933.38,8.09,28.57,43.0,990.17,35.15,11.22,68.31,1
2528.7,1687.54,506.0,2.34,37.12,51.5,1022.89,49.23,3.59,45.8,0
961.03,643.62,164.13,4.52,36.7,57.93,1021.53,57.35,4.21,17.17,0
1001.3,590.02,142.61,5.16,29.63,69.23,1012.52,50.49,14.89,35.08,0
1399.51,945.16,229.92,5.26,39.89,69.83,983.15,22.37,11.64,52.19,0
903.91,571.17,141.74,5.41,17.63,41.48,995.9,62.81,6.67,80.52,0
3178.73,1877.54,733.3,2.64,26.96,96.6,1016.71,39.44,3.5,38.33,0
3114.66,1620.11,348.74,5.4,34.38,72.57,992.43,33.65,1.09,69.06,0
1235.38,711.35,319.64,5.08,18.53,41.18,1011.2,41.1,10.21,13.89,0
3475.45,1944.02,642.83,2.48,39.32,82.08,1007.14,34.86,11.81,96.61,1
1295.32,858.29,288.44,9.89,23.85,44.28,993.13,53.35,2.06,97.45,0
1763.76,1200.24,347.34,8.72,23.75,83.27,1026.72,30.61,0.53,57.55,0
1596.73,1089.88,406.05,8.93,20.33,82.09,992.84,54.82,5.68,69.18,0
1991.38,1227.6,390.21,7.01,22.2,99.1,1024.74,53.69,10.18,78.81,0
1614.92,1011.54,285.52,2.02,29.44,60.52,1007.05,20.83,13.9,97.33,0
2364.64,1774.12,472.42,5.9,25.73,48.66,984.59,8.52,13.25,59.02,0
2103.71,1352.41,583.45,8.3,19.83,45.51,1021.68,59.87,10.48,77.98,0
3957.02,3151.1,859.46,0.87,35.23,44.3,1019.57,13.49,12.3,27.31,1
978.96,618.59,191.21,5.21,16.56,88.62,1021.55,4.12,5.66,23.86,0
1254.98,872.05,250.79,4.26,35.87,83.11,1011.91,29.36,4.05,74.13,0
969.04,499.16,110.59,2.52,21.87,98.55,1015.58,19.28,2.3,93.15,0
2802.69,1950.68,480.81,4.09,27.4,58.55,1025.35,16.98,3.13,61.09,0
974.43,736.11,182.1,9.84,24.53,88.19,986.38,13.72,14.46,58.11,0
3476.61,2721.27,1016.16,7.37,29.27,45.58,984.15,52.95,13.98,61.4,1
2438.2,1948.6,587.79,3.35,34.9,94.23,986.25,55.27,1.18,89.16,0
2486.42,1453.7,574.93,6.25,39.73,43.11,1023.5,5.15,7.31,82.0,0
2597.1,1746.84,658.97,2.84,22.65,87.27,1008.15,39.18,5.91,82.15,0
1346.6,855.38,212.15,6.3,28.85,58.44,988.8,11.19,9.95,19.59,0
1432.61,958.62,326.63,9.01,26.65,50.87,987.09,35.97,5.26,78.38,0
1820.22,996.09,384.22,5.79,39.97,82.27,1002.27,25.66,4.57,79.15,0
2699.19,2042.87,731.88,7.47,35.22,93.75,1020.79,15.72,12.23,21.89,1
1472.38,1137.96,398.29,4.81,24.93,85.85,1020.26,66.47,14.23,52.43,0
1172.26,744.27,286.47,5.48,26.92,58.79,1022.56,67.06,3.44,18.81,0
3904.37,2280.66,488.51,7.1,21.15,61.21,1018.45,40.35,3.91,45.73,0
870.34,471.94,180.69,8.22,33.88,51.36,983.08,14.79,6.58,67.69,0
3368.63,2375.32,636.98,6.76,36.13,89.44,1016.01,41.66,10.74,29.65,1
3321.71,1972.0,676.33,9.79,39.12,46.43,1005.95,65.14,2.92,21.9,0
1751.09,1353.35,352.65,8.29,29.15,94.19,1016.32,27.69,7.29,67.45,0
1234.01,865.41,354.56,7.88,31.77,76.07,1004.21,11.37,12.69,84.41,0
1266.01,878.24,281.16,8.53,26.15,75.33,1004.18,49.17,3.89,23.89,0
3031.78,2024.69,730.38,3.17,30.23,90.27,986.31,46.63,1.19,91.38,0
2856.98,1467.73,584.92,4.6,23.72,80.05,1025.26,2.09,13.65,76.33,1
3304.79,2576.33,1091.92,5.86,33.44,58.25,998.73,60.05,11.92,71.02,1
3799.94,2615.81,1001.89,4.89,15.57,60.97,1009.12,46.93,10.63,20.89,1
3014.17,2405.96,570.68,8.55,15.71,50.38,990.36,15.31,1.77,93.68,0
1298.72,858.73,355.2,0.76,32.9,67.84,998.44,2.22,13.54,52.61,0
1579.02,1125.89,399.29,2.49,38.27,46.61,1023.53,68.12,4.93,58.2,0
3495.02,1806.45,636.52,8.88,30.81,79.18,990.48,53.32,3.57,56.14,0
1469.78,1013.44,436.12,1.06,33.16,50.15,990.31,26.82,7.57,57.8,0
1032.07,752.79,197.39,2.66,35.6,91.84,993.02,31.43,13.88,84.06,0
3050.5,2237.7,581.57,3.84,24.04,82.03,1008.73,38.64,14.92,18.89,1
2088.08,1526.46,501.13,7.63,17.7,93.49,1006.03,50.87,9.4,53.54,0
3744.13,2126.23,824.37,5.82,38.33,45.22,988.77,13.76,14.35,65.25,1
2880.82,2283.39,711.98,9.57,38.46,87.91,1014.6,15.31,7.07,20.6,0
1089.34,869.9,311.83,2.66,26.05,92.85,1025.38,5.28,0.93,62.29,0
3833.14,2003.5,627.36,8.79,20.43,42.67,989.94,69.03,4.5,55.82,0
1627.38,1270.88,448.11,3.19,37.31,99.94,1013.65,61.54,4.88,30.04,0
1879.08,1102.71,447.22,2.83,32.71,58.04,1009.32,39.6,11.85,33.16,0
2087.23,1475.23,361.61,5.23,15.21,52.7,996.45,31.26,2.3,17.76,0
963.92,579.73,216.73,1.18,17.69,64.89,1010.89,18.15,3.04,73.49,0
2388.85,1887.97,749.25,4.15,39.58,40.52,990.5,42.46,9.41,23.35,0
1194.62,633.69,197.57,3.88,15.95,93.15,1021.7,48.95,2.39,81.01,0
2083.11,1352.61,379.82,2.02,22.06,56.11,981.11,48.86,7.68,90.07,0
1922.27,1207.98,245.69,8.68,28.71,71.3,1008.35,2.44,1.01,31.7,0
3273.09,1956.68,781.25,4.17,19.61,77.41,995.94,49.74,10.2,33.43,1
3370.15,2337.74,659.21,9.83,20.8,87.47,1024.07,60.91,13.67,21.08,1
1290.92,696.22,201.43,9.05,23.82,55.01,1004.97,9.81,13.19,58.68,0
1972.96,1410.67,400.63,2.35,21.74,83.03,1020.12,53.37,1.57,96.78,0
1994.73,1584.17,514.36,5.3,35.08,47.06,1026.19,57.98,9.07,31.94,0
1284.51,952.3,357.71,6.22,27.51,82.25,996.72,20.78,2.01,24.38,0
3355.05,2543.15,999.37,8.28,21.97,95.16,1024.02,50.42,1.28,64.55,0
3063.13,1862.05,555.16,8.91,22.83,45.1,1016.31,8.58,9.35,87.09,0
1409.22,841.96,307.97,6.43,16.0,47.0,985.41,46.15,8.8,88.32,0
1973.51,1292.88,491.51,0.83,16.23,73.43,985.2,36.7,1.86,41.09,0
1138.58,584.91,160.4,5.07,32.95,42.78,1020.87,59.79,5.72,80.81,0
2810.26,2202.14,493.62,8.91,17.82,51.24,1003.42,32.73,5.09,63.31,0
1188.39,645.46,273.46,7.28,26.89,51.41,1004.76,31.11,5.47,75.96,0
3954.99,3048.92,1125.9,8.77,36.06,68.87,1024.56,65.5,5.33,70.92,1
3298.18,1731.79,626.96,6.9,24.21,54.91,1025.19,65.53,12.46,21.49,1
2048.76,1529.99,328.53,0.92,23.64,68.53,985.64,4.43,5.63,42.17,0
2651.4,1446.58,585.09,9.7,36.83,71.27,998.68,35.02,5.29,78.68,0
3716.29,1900.66,649.1,9.22,36.62,83.84,1024.76,12.95,0.93,78.39,0
2573.12,1841.96,758.83,1.7,37.0,96.76,1020.99,20.61,11.96,20.99,1
1358.4,793.41,351.99,1.57,29.3,70.22,1016.05,47.3,10.07,51.59,0
2011.85,1437.16,631.31,5.62,38.81,61.3,985.1,10.79,5.45,88.21,0
3498.06,2331.55,965.31,7.69,35.47,55.52,1011.06,2.77,7.05,81.24,1
2861.48,1524.15,309.0,4.13,25.39,78.08,1009.09,51.44,12.01,62.28,0
2882.32,2247.17,947.03,1.8,30.74,96.58,988.36,45.61,5.49,28.58,1
3573.83,2271.86,497.01,5.35,18.04,85.88,1018.69,63.38,7.36,39.21,1
3660.71,2636.94,1088.52,3.71,28.78,52.37,995.6,38.88,0.79,68.83,0
3743.34,2434.31,657.37,3.84,21.58,93.6,1011.03,66.28,13.82,80.33,1
1103.52,751.84,265.03,6.63,22.09,84.13,998.09,43.43,5.88,65.23,0
2541.2,1501.42,314.57,8.91,18.14,47.68,984.22,28.33,4.8,45.58,0
3169.63,1775.34,697.34,5.81,23.95,82.77,1006.24,43.38,9.33,61.9,1
3222.17,2135.56,486.75,7.03,27.03,57.36,995.33,52.94,8.14,10.34,0
2741.49,1732.8,524.47,6.77,30.01,69.48,983.57,25.63,6.31,76.21,0
1333.72,822.95,332.77,5.74,22.62,58.01,989.93,27.33,13.87,85.96,0
3351.75,2352.16,879.32,3.45,34.81,45.04,1010.94,44.84,5.76,14.15,0
3104.36,2195.25,442.37,4.09,28.02,86.12,985.07,32.98,14.98,45.95,1
1075.63,552.64,166.21,3.5,30.95,89.72,984.37,37.83,11.94,86.39,0
2284.19,1374.22,289.25,9.22,21.95,53.92,1027.2,68.78,13.6,63.74,0
1356.73,845.96,311.63,8.35,35.35,54.38,985.38,4.98,4.6,53.51,0
1879.93,994.61,439.85,6.0,30.61,65.8,998.8,46.06,1.52,17.84,0
857.86,489.64,178.14,9.17,36.56,88.69,986.67,64.76,6.58,76.35,0
2081.06,1072.77,274.73,8.92,19.0,44.64,1026.96,18.06,5.04,72.03,0
2559.61,2044.8,590.55,9.31,24.52,88.52,1004.06,16.42,1.38,63.08,0
2782.66,2006.21,891.08,2.61,17.83,95.36,985.56,26.68,1.54,15.44,0
2923.17,1538.27,393.82,7.32,20.39,73.69,1018.44,7.04,3.03,67.85,0
3476.13,1759.18,598.79,6.29,24.86,43.62,1019.04,40.1,5.98,14.65,0
1489.48,1066.15,319.97,7.47,37.36,56.17,1025.06,45.89,14.06,83.99,0
1185.54,748.98,293.66,3.0,28.93,46.68,1015.28,57.75,10.04,88.23,0
3524.92,2594.48,1081.5,7.1,23.26,55.56,982.74,6.5,6.28,57.78,1
1301.16,1011.06,288.36,4.39,33.67,88.71,1007.52,31.66,12.09,86.36,0
3919.23,2664.26,972.72,8.42,15.49,43.34,999.2,55.33,8.74,46.07,1
3496.12,1944.31,655.74,8.06,24.25,57.03,1017.43,54.24,6.55,36.1,0
2402.81,1765.24,475.93,2.51,30.02,71.02,1009.55,7.01,2.59,53.57,0
3940.55,3100.2,830.81,2.25,29.58,92.44,1016.26,2.77,13.94,60.29,1
1111.61,749.3,250.76,7.32,30.19,55.0,989.02,55.27,9.55,78.98,0
1769.81,1247.01,297.41,5.73,20.29,86.7,1001.85,11.38,6.87,64.19,0
2842.32,1708.92,688.19,5.79,23.43,75.01,1001.61,41.29,6.86,87.03,0
1920.02,1179.77,256.31,7.65,38.29,80.58,1029.05,8.41,11.59,94.22,0
3770.79,2716.46,607.52,8.62,39.35,91.71,980.96,22.09,3.1,56.98,0
1010.0,786.12,224.48,2.77,22.8,41.58,1020.8,12.75,6.55,74.59,0
2558.12,1761.77,404.37,5.78,31.11,71.78,984.86,52.07,1.41,53.34,0
2690.77,1982.98,632.42,8.38,21.03,84.83,984.02,47.75,1.66,91.55,0
2888.73,1593.11,477.8,8.79,24.21,93.08,996.41,11.2,8.13,12.75,0
1618.13,911.96,346.96,3.23,34.81,47.96,1015.04,6.03,6.02,74.67,0
1966.61,1297.2,568.5,1.49,27.53,60.49,1013.92,33.71,10.93,54.67,0
3499.78,1935.26,751.63,2.71,36.24,44.71,1011.39,15.3,14.81,15.5,1
1423.82,983.14,240.73,9.48,30.72,90.1,1018.73,2.55,12.96,77.11,0
3445.98,2024.5,878.39,4.89,30.72,91.44,991.62,19.97,6.91,45.35,1
2600.5,1917.76,571.56,4.48,15.85,69.02,1011.69,16.64,5.98,57.45,0
3239.0,2404.74,766.02,0.62,33.74,41.25,1011.9,48.58,8.98,74.15,1
3083.54,1970.8,601.87,0.98,39.45,46.13,1012.72,60.54,1.83,32.69,0
1464.04,811.43,219.2,6.85,26.83,77.46,1009.72,18.16,14.82,35.95,0
2620.2,1818.5,770.61,6.1,18.96,98.96,991.08,17.17,14.72,42.1,1
3576.71,2853.63,807.75,5.97,39.42,90.33,1025.71,28.37,13.88,77.29,1
2182.77,1499.08,516.66,1.55,22.25,87.88,1028.8,13.73,10.1,98.36,0
3893.09,1988.33,516.98,3.84,25.23,65.08,1014.46,66.38,7.8,42.67,0
2247.09,1135.2,453.34,8.22,16.93,99.11,1002.2,18.56,10.75,64.97,0
1256.91,749.26,294.87,2.16,17.77,89.5,1006.86,8.35,5.06,39.16,0
2046.19,1143.28,313.35,8.89,20.41,60.14,985.42,39.87,12.86,88.91,0
3845.45,2860.69,1059.57,1.65,28.71,84.91,998.17,38.56,2.45,94.2,1
1823.11,1373.6,516.43,2.11,28.94,65.95,1028.81,44.97,12.15,27.07,0
3577.91,2066.55,703.93,5.04,30.16,79.63,1007.39,67.74,13.08,68.87,1
3620.0,2163.65,757.6,9.48,29.6,98.2,1008.03,24.0,2.97,91.54,0
1920.6,1096.42,376.74,3.63,27.38,54.79,1027.7,26.45,7.44,52.75,0
1066.42,823.83,181.63,6.75,35.05,87.7,1024.32,24.92,13.43,40.18,0
3118.59,2029.56,746.0,6.09,38.35,75.42,1008.44,44.75,14.41,91.51,1
1796.84,1252.11,397.47,1.92,21.74,97.0,993.45,43.08,12.26,33.21,0
3305.36,2064.67,639.25,2.86,18.25,48.07,985.85,37.96,14.14,28.64,1
2216.5,1527.84,634.05,9.34,25.63,83.18,1023.18,26.77,14.09,89.25,1
2352.85,1448.79,298.17,2.26,15.66,42.23,1026.0,31.08,14.71,67.02,0
3289.31,1979.85,520.36,7.1,37.08,54.79,1004.71,55.89,6.49,26.65,0
2023.56,1396.95,321.79,9.66,20.99,59.25,984.73,43.43,4.66,67.86,0
2218.01,1502.3,313.73,1.64,28.73,65.94,1010.31,50.71,9.68,88.86,0
2003.81,1178.36,316.88,4.29,17.88,97.92,998.37,20.82,3.24,18.04,0
1975.49,1076.26,481.21,2.63,28.83,44.06,987.89,63.98,8.58,33.1,0
2483.03,1516.07,405.64,2.6,15.97,50.14,1025.96,4.39,8.9,64.38,0
3388.16,2116.11,774.34,1.63,34.22,52.18,991.97,42.51,12.19,20.35,1
1957.66,1348.05,309.48,6.67,38.89,65.44,1015.56,57.24,5.75,91.49,0
2477.62,1918.56,672.38,7.59,22.67,43.64,1001.47,60.91,9.23,63.37,0
2946.33,1505.15,671.48,6.93,21.46,97.93,1021.4,23.73,13.6,62.65,1
1662.21,952.61,260.02,9.28,26.2,73.59,1015.04,33.26,6.62,15.03,0
1688.07,942.14,388.18,1.88,30.5,88.8,986.16,4.37,8.79,47.92,0
3786.92,2464.11,1107.35,3.54,19.72,86.35,1002.48,55.7,11.92,27.54,1
3115.31,1959.25,680.13,3.77,35.08,79.65,992.99,10.47,4.12,82.77,0
2647.0,1902.43,527.64,2.7,19.96,94.26,1015.68,31.11,2.0,40.25,0
2872.7,1645.27,606.09,1.85,15.14,94.14,1007.23,69.38,10.39,46.27,1
893.76,606.28,249.31,5.12,28.11,47.67,997.01,64.41,5.87,67.66,0
2777.93,2125.55,516.16,8.43,17.88,94.12,996.47,24.44,6.03,74.57,0
2430.43,1879.22,588.44,9.57,32.46,71.43,985.72,17.22,13.99,81.1,1
2546.4,2005.63,561.17,1.73,19.19,56.08,990.69,19.12,6.41,25.74,0
1950.16,1427.47,386.62,8.32,35.43,76.51,1015.67,48.57,14.33,33.63,0
1060.72,818.66,339.91,8.33,26.76,56.85,1010.5,51.35,2.04,18.31,0
1418.69,809.16,247.13,4.2,29.16,68.74,997.78,16.72,5.47,87.08,0
3842.38,2148.95,611.95,1.55,19.66,88.99,1021.81,18.32,10.55,38.39,1
2107.84,1058.02,371.24,9.91,18.67,41.93,1004.22,23.99,2.33,21.35,0
2293.39,1633.01,416.17,6.73,30.78,50.99,1019.72,31.46,6.11,38.02,0
968.67,756.76,194.85,9.83,21.39,97.39,1019.06,64.39,12.85,15.14,0
920.21,511.71,168.9,5.09,24.65,66.71,1022.4,3.8,11.55,85.29,0
3094.98,2138.89,646.62,4.25,26.99,58.2,1022.49,45.4,4.59,35.83,0
2521.9,1825.7,499.78,2.85,20.74,95.4,1013.95,60.6,5.67,41.51,0
2427.86,1889.56,403.4,9.84,34.89,94.67,1017.47,51.19,7.82,94.63,0
1578.0,1095.22,361.64,2.91,38.49,42.65,1018.85,16.74,11.1,27.04,0
3183.2,2518.19,1017.73,0.73,25.8,61.75,988.46,34.42,2.7,28.36,0
1338.36,807.57,333.4,5.37,37.94,94.77,995.01,63.9,8.15,60.44,0
1407.79,851.68,220.47,4.08,37.07,50.79,985.21,9.87,1.56,97.5,0
2274.28,1507.63,527.53,2.98,19.15,74.69,989.47,69.15,6.27,91.11,0
1716.1,1055.49,436.94,6.53,19.33,59.25,1018.91,11.77,3.27,63.36,0
1591.88,796.62,240.72,3.96,26.94,84.19,1027.36,11.68,4.98,83.1,0
2864.76,2061.29,892.61,4.32,28.15,49.5,1013.68,57.27,5.31,53.89,0
2883.11,2091.74,890.55,0.72,23.53,75.76,1024.3,58.33,11.67,49.12,1
3438.45,2489.76,627.5,6.1,22.82,40.0,995.9,4.58,4.34,46.04,0
